id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,kulczynski,imbalance_ratio
401,['Dances with Wolves (1990)'],['Apollo 13 (1995)'],0.189,0.208,0.1296,0.685714,0.654396,0.071055
402,"['Fugitive, The (1993)']",['Dances with Wolves (1990)'],0.2068,0.189,0.1242,0.60058,0.628861,0.065538
403,['Dances with Wolves (1990)'],"['Fugitive, The (1993)']",0.189,0.2068,0.1242,0.657143,0.628861,0.065538
404,"['Batman (1989)', 'Pulp Fiction (1994)']",['Dances with Wolves (1990)'],0.1536,0.189,0.1096,0.713542,0.646718,0.151931
405,"['Pulp Fiction (1994)', 'Dances with Wolves (1990)']",['Batman (1989)'],0.1468,0.1972,0.1096,0.746594,0.651188,0.215017
406,"['Apollo 13 (1995)', 'Pulp Fiction (1994)']",['Dances with Wolves (1990)'],0.1568,0.189,0.1052,0.670918,0.613766,0.133832
407,"['Pulp Fiction (1994)', 'Dances with Wolves (1990)']",['Apollo 13 (1995)'],0.1468,0.208,0.1052,0.716621,0.611195,0.245192
408,"['Batman (1989)', 'Apollo 13 (1995)']",['Dances with Wolves (1990)'],0.1332,0.189,0.1016,0.762763,0.650165,0.252947
409,"['Fugitive, The (1993)', 'Silence of the Lambs, The (1991)']",['Dances with Wolves (1990)'],0.1546,0.189,0.1024,0.662354,0.602077,0.14262
410,"['Silence of the Lambs, The (1991)', 'Dances with Wolves (1990)']","['Fugitive, The (1993)']",0.1354,0.2068,0.1024,0.756278,0.625721,0.297748
411,"['Fugitive, The (1993)', 'Pulp Fiction (1994)']",['Dances with Wolves (1990)'],0.1514,0.189,0.1024,0.676354,0.609077,0.157983
412,"['Forrest Gump (1994)', 'Fugitive, The (1993)']",['Dances with Wolves (1990)'],0.1512,0.189,0.1008,0.666667,0.6,0.157895
413,['Batman (1989)'],['Aladdin (1992)'],0.1972,0.1884,0.1222,0.619675,0.634147,0.033409
414,['Aladdin (1992)'],['Batman (1989)'],0.1884,0.1972,0.1222,0.64862,0.634147,0.033409
415,['Batman (1989)'],['True Lies (1994)'],0.1972,0.1824,0.1308,0.663286,0.690195,0.059486
416,['True Lies (1994)'],['Batman (1989)'],0.1824,0.1972,0.1308,0.717105,0.690195,0.059486
417,['True Lies (1994)'],['Jurassic Park (1993)'],0.1824,0.2644,0.1298,0.711623,0.601273,0.258675
418,['True Lies (1994)'],"['Fugitive, The (1993)']",0.1824,0.2068,0.1294,0.70943,0.667577,0.093918
419,"['Fugitive, The (1993)']",['True Lies (1994)'],0.2068,0.1824,0.1294,0.625725,0.667577,0.093918
420,['True Lies (1994)'],['Apollo 13 (1995)'],0.1824,0.208,0.1238,0.678728,0.63696,0.096024
421,['True Lies (1994)'],['Terminator 2: Judgment Day (1991)'],0.1824,0.2306,0.1226,0.672149,0.601903,0.165978
422,['True Lies (1994)'],['Dances with Wolves (1990)'],0.1824,0.189,0.1172,0.642544,0.631325,0.025964
423,['Dances with Wolves (1990)'],['True Lies (1994)'],0.189,0.1824,0.1172,0.620106,0.631325,0.025964
424,"['Batman (1989)', 'Pulp Fiction (1994)']",['True Lies (1994)'],0.1536,0.1824,0.1094,0.71224,0.656011,0.127096
425,"['True Lies (1994)', 'Pulp Fiction (1994)']",['Batman (1989)'],0.1416,0.1972,0.1094,0.772599,0.663683,0.242371
426,"['True Lies (1994)', 'Pulp Fiction (1994)']","['Fugitive, The (1993)']",0.1416,0.2068,0.105,0.741525,0.624631,0.267872
427,"['Fugitive, The (1993)', 'Pulp Fiction (1994)']",['True Lies (1994)'],0.1514,0.1824,0.105,0.693527,0.634593,0.13549
428,"['Jurassic Park (1993)', 'Fugitive, The (1993)']",['True Lies (1994)'],0.1478,0.1824,0.1046,0.707713,0.640589,0.153369
429,"['Batman (1989)', 'Fugitive, The (1993)']",['True Lies (1994)'],0.13,0.1824,0.1,0.769231,0.658739,0.246704
430,"['True Lies (1994)', 'Fugitive, The (1993)']",['Batman (1989)'],0.1294,0.1972,0.1,0.772798,0.639949,0.299206
431,"['Forrest Gump (1994)', 'Fugitive, The (1993)']",['True Lies (1994)'],0.1512,0.1824,0.1012,0.669312,0.612069,0.134251
432,"['Fugitive, The (1993)', 'Silence of the Lambs, The (1991)']",['True Lies (1994)'],0.1546,0.1824,0.1006,0.650712,0.601123,0.117597
433,"['True Lies (1994)', 'Pulp Fiction (1994)']",['Apollo 13 (1995)'],0.1416,0.208,0.103,0.727401,0.611297,0.269262
434,"['Apollo 13 (1995)', 'Pulp Fiction (1994)']",['True Lies (1994)'],0.1568,0.1824,0.103,0.656888,0.610791,0.108383
435,"['Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)']",['True Lies (1994)'],0.1662,0.1824,0.1078,0.648616,0.619812,0.067276
436,"['True Lies (1994)', 'Pulp Fiction (1994)']",['Dances with Wolves (1990)'],0.1416,0.189,0.1012,0.714689,0.625069,0.206626
437,"['Pulp Fiction (1994)', 'Dances with Wolves (1990)']",['True Lies (1994)'],0.1468,0.1824,0.1012,0.689373,0.622099,0.15614
438,"['Sixth Sense, The (1999)']",['American Beauty (1999)'],0.1766,0.2064,0.116,0.656852,0.609434,0.11161
439,"['Forrest Gump (1994)', 'Matrix, The (1999)']","['Sixth Sense, The (1999)']",0.1758,0.1766,0.1058,0.60182,0.600457,0.003244
440,"['Matrix, The (1999)', 'Silence of the Lambs, The (1991)']","['Sixth Sense, The (1999)']",0.161,0.1766,0.1028,0.638509,0.610308,0.06644
441,"['Matrix, The (1999)', 'Pulp Fiction (1994)']","['Sixth Sense, The (1999)']",0.1644,0.1766,0.104,0.632603,0.610752,0.051477
442,['Speed (1994)'],['Terminator 2: Judgment Day (1991)'],0.1704,0.2306,0.1268,0.744131,0.647,0.219548
443,['Speed (1994)'],"['Fugitive, The (1993)']",0.1704,0.2068,0.1218,0.714789,0.651882,0.142522
444,['True Lies (1994)'],['Speed (1994)'],0.1824,0.1704,0.1136,0.622807,0.644737,0.050167
445,['Speed (1994)'],['True Lies (1994)'],0.1704,0.1824,0.1136,0.666667,0.644737,0.050167
446,['Speed (1994)'],"['Forrest Gump (1994)', 'Jurassic Park (1993)']",0.1704,0.2014,0.1194,0.700704,0.646777,0.122821
447,"['Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)']",['Speed (1994)'],0.1662,0.1704,0.1126,0.677497,0.669148,0.01875
448,['Speed (1994)'],"['Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)']",0.1704,0.1662,0.1126,0.660798,0.669148,0.01875
449,"['Terminator 2: Judgment Day (1991)', 'Forrest Gump (1994)']",['Speed (1994)'],0.1702,0.1704,0.108,0.634548,0.634176,0.00086
450,['Speed (1994)'],"['Terminator 2: Judgment Day (1991)', 'Forrest Gump (1994)']",0.1704,0.1702,0.108,0.633803,0.634176,0.00086
451,"['Jurassic Park (1993)', 'Pulp Fiction (1994)']",['Speed (1994)'],0.1728,0.1704,0.1098,0.635417,0.639892,0.010283
452,['Speed (1994)'],"['Jurassic Park (1993)', 'Pulp Fiction (1994)']",0.1704,0.1728,0.1098,0.644366,0.639892,0.010283
453,"['Terminator 2: Judgment Day (1991)', 'Pulp Fiction (1994)']",['Speed (1994)'],0.1628,0.1704,0.1006,0.617936,0.604156,0.032674
454,"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",['Speed (1994)'],0.1758,0.1704,0.1084,0.61661,0.62638,0.022708
455,['Speed (1994)'],"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",0.1704,0.1758,0.1084,0.63615,0.62638,0.022708
456,"['Speed (1994)', 'Jurassic Park (1993)']","['Fugitive, The (1993)']",0.1406,0.2068,0.1086,0.772404,0.648775,0.277219
457,"['Jurassic Park (1993)', 'Fugitive, The (1993)']",['Speed (1994)'],0.1478,0.1704,0.1086,0.734777,0.686051,0.107824
458,['Speed (1994)'],"['Jurassic Park (1993)', 'Fugitive, The (1993)']",0.1704,0.1478,0.1086,0.637324,0.686051,0.107824
459,"['Forrest Gump (1994)', 'Speed (1994)']","['Fugitive, The (1993)']",0.139,0.2068,0.103,0.741007,0.619536,0.279242
460,"['Forrest Gump (1994)', 'Fugitive, The (1993)']",['Speed (1994)'],0.1512,0.1704,0.103,0.681217,0.642838,0.087832
461,['Speed (1994)'],"['Forrest Gump (1994)', 'Fugitive, The (1993)']",0.1704,0.1512,0.103,0.60446,0.642838,0.087832
462,"['Terminator 2: Judgment Day (1991)', 'Fugitive, The (1993)']",['Speed (1994)'],0.1362,0.1704,0.1012,0.743025,0.668461,0.166504
463,"['True Lies (1994)', 'Jurassic Park (1993)']",['Speed (1994)'],0.1298,0.1704,0.1022,0.787365,0.693565,0.205051
464,"['Speed (1994)', 'Jurassic Park (1993)']",['True Lies (1994)'],0.1406,0.1824,0.1022,0.726885,0.643596,0.189312
465,"['Batman (1989)', 'Jurassic Park (1993)']",['Speed (1994)'],0.1374,0.1704,0.1,0.727802,0.657328,0.158807
466,"['Speed (1994)', 'Jurassic Park (1993)']",['Batman (1989)'],0.1406,0.1972,0.1,0.711238,0.609169,0.238015
467,['Aladdin (1992)'],"['Lion King, The (1994)']",0.1884,0.1698,0.1188,0.630573,0.66511,0.077694
468,"['Lion King, The (1994)']",['Aladdin (1992)'],0.1698,0.1884,0.1188,0.699647,0.66511,0.077694
469,"['Lion King, The (1994)']","['Forrest Gump (1994)', 'Jurassic Park (1993)']",0.1698,0.2014,0.1116,0.657244,0.605683,0.121726
470,['Gladiator (2000)'],"['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1678,0.211,0.1164,0.693683,0.622671,0.164634
471,['Gladiator (2000)'],"['Lord of the Rings: The Two Towers, The (2002)']",0.1678,0.1988,0.1104,0.657926,0.606629,0.120999
472,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Matrix, The (1999)']",['Gladiator (2000)'],0.1658,0.1678,0.1056,0.636912,0.633117,0.008772
473,['Gladiator (2000)'],"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Matrix, The (1999)']",0.1678,0.1658,0.1056,0.629321,0.633117,0.008772
474,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Gladiator (2000)'],0.174,0.1678,0.105,0.603448,0.614596,0.026182
475,['Gladiator (2000)'],"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1678,0.174,0.105,0.625745,0.614596,0.026182
476,['Shrek (2001)'],"['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.165,0.211,0.123,0.745455,0.664196,0.181818
477,['Shrek (2001)'],"['Lord of the Rings: The Two Towers, The (2002)']",0.165,0.1988,0.113,0.684848,0.626629,0.134769
478,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Matrix, The (1999)']",['Shrek (2001)'],0.1658,0.165,0.1044,0.629674,0.631201,0.003534
479,['Shrek (2001)'],"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Matrix, The (1999)']",0.165,0.1658,0.1044,0.632727,0.631201,0.003534
480,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Shrek (2001)'],0.174,0.165,0.1078,0.61954,0.636437,0.038927
481,['Shrek (2001)'],"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.165,0.174,0.1078,0.653333,0.636437,0.038927
482,['Batman (1989)'],['Ace Ventura: Pet Detective (1994)'],0.1972,0.1632,0.1192,0.604462,0.667427,0.140962
483,['Ace Ventura: Pet Detective (1994)'],['Batman (1989)'],0.1632,0.1972,0.1192,0.730392,0.667427,0.140962
484,['Ace Ventura: Pet Detective (1994)'],['Apollo 13 (1995)'],0.1632,0.208,0.1134,0.694853,0.620023,0.173778
485,['Ace Ventura: Pet Detective (1994)'],['True Lies (1994)'],0.1632,0.1824,0.1092,0.669118,0.633901,0.081218
486,['Ace Ventura: Pet Detective (1994)'],['Aladdin (1992)'],0.1632,0.1884,0.1052,0.644608,0.601497,0.102273
487,"['Batman (1989)', 'Pulp Fiction (1994)']",['Ace Ventura: Pet Detective (1994)'],0.1536,0.1632,0.1016,0.661458,0.642003,0.04461
488,['Ace Ventura: Pet Detective (1994)'],"['Batman (1989)', 'Pulp Fiction (1994)']",0.1632,0.1536,0.1016,0.622549,0.642003,0.04461
489,['Mission: Impossible (1996)'],['Independence Day (a.k.a. ID4) (1996)'],0.1616,0.215,0.1298,0.803218,0.703469,0.21637
490,['Independence Day (a.k.a. ID4) (1996)'],['Mission: Impossible (1996)'],0.215,0.1616,0.1298,0.603721,0.703469,0.21637
491,['Memento (2000)'],['Fight Club (1999)'],0.1562,0.2238,0.1196,0.765685,0.650046,0.259601
492,"['Matrix, The (1999)', 'Fight Club (1999)']",['Memento (2000)'],0.1666,0.1562,0.1044,0.626651,0.647512,0.047619
493,['Memento (2000)'],"['Matrix, The (1999)', 'Fight Club (1999)']",0.1562,0.1666,0.1044,0.668374,0.647512,0.047619
494,"['Terminator, The (1984)']",['Star Wars: Episode V - The Empire Strikes Back (1980)'],0.1518,0.2246,0.1166,0.768116,0.64363,0.280216
495,"['Terminator, The (1984)']",['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],0.1518,0.2184,0.111,0.731225,0.619733,0.256944
496,"['Terminator, The (1984)']",['Back to the Future (1985)'],0.1518,0.1982,0.1056,0.695652,0.614224,0.189853
497,"['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode IV - A New Hope (1977)']","['Terminator, The (1984)']",0.1328,0.1518,0.1008,0.759036,0.711534,0.103373
498,"['Terminator, The (1984)']","['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1518,0.1328,0.1008,0.664032,0.711534,0.103373
499,"['Terminator 2: Judgment Day (1991)', 'Matrix, The (1999)']","['Terminator, The (1984)']",0.1388,0.1518,0.1006,0.724784,0.693749,0.068421
500,"['Terminator, The (1984)']","['Terminator 2: Judgment Day (1991)', 'Matrix, The (1999)']",0.1518,0.1388,0.1006,0.662714,0.693749,0.068421
501,"['Terminator, The (1984)']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1518,0.1894,0.1074,0.70751,0.637282,0.160821
502,"['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Terminator, The (1984)']",0.1254,0.1518,0.1,0.797448,0.728105,0.148984
503,"['Terminator, The (1984)']","['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1518,0.1254,0.1,0.658762,0.728105,0.148984
504,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Terminator, The (1984)']",0.1698,0.1518,0.1034,0.608952,0.645056,0.082493
505,"['Terminator, The (1984)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1518,0.1698,0.1034,0.681159,0.645056,0.082493
506,"['Terminator, The (1984)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1518,0.1864,0.102,0.671937,0.609573,0.146486
507,['Die Hard: With a Vengeance (1995)'],['Batman (1989)'],0.1494,0.1972,0.1144,0.76573,0.672926,0.205857
508,['True Lies (1994)'],['Die Hard: With a Vengeance (1995)'],0.1824,0.1494,0.1126,0.617325,0.685503,0.150547
509,['Die Hard: With a Vengeance (1995)'],['True Lies (1994)'],0.1494,0.1824,0.1126,0.753681,0.685503,0.150547
510,['Die Hard: With a Vengeance (1995)'],['Apollo 13 (1995)'],0.1494,0.208,0.1044,0.698795,0.600359,0.231621
511,['Die Hard: With a Vengeance (1995)'],"['Fugitive, The (1993)']",0.1494,0.2068,0.1042,0.697456,0.600662,0.227778
512,['Aladdin (1992)'],['Beauty and the Beast (1991)'],0.1884,0.1492,0.1214,0.644374,0.729024,0.181314
513,['Beauty and the Beast (1991)'],['Aladdin (1992)'],0.1492,0.1884,0.1214,0.813673,0.729024,0.181314
514,['Beauty and the Beast (1991)'],['Batman (1989)'],0.1492,0.1972,0.1034,0.693029,0.608685,0.197531
515,['Beauty and the Beast (1991)'],"['Lion King, The (1994)']",0.1492,0.1698,0.1008,0.675603,0.634621,0.094409
516,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']",['Indiana Jones and the Last Crusade (1989)'],0.1622,0.1462,0.109,0.67201,0.708782,0.080241
517,['Indiana Jones and the Last Crusade (1989)'],"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1462,0.1622,0.109,0.745554,0.708782,0.080241
518,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",['Indiana Jones and the Last Crusade (1989)'],0.1534,0.1462,0.1088,0.709257,0.726722,0.037736
519,['Indiana Jones and the Last Crusade (1989)'],"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1462,0.1534,0.1088,0.744186,0.726722,0.037736
520,['Indiana Jones and the Last Crusade (1989)'],"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1462,0.1894,0.1078,0.737346,0.653256,0.18964
521,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",['Indiana Jones and the Last Crusade (1989)'],0.1408,0.1462,0.1034,0.734375,0.720813,0.029412
522,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Indiana Jones and the Last Crusade (1989)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1534,0.1176,0.1034,0.674055,0.776653,0.213604
523,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Indiana Jones and the Last Crusade (1989)']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1298,0.1894,0.1034,0.79661,0.671272,0.276182
524,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Indiana Jones and the Last Crusade (1989)']",0.1622,0.1142,0.1034,0.637485,0.771457,0.277457
525,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Indiana Jones and the Last Crusade (1989)']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1142,0.1622,0.1034,0.905429,0.771457,0.277457
526,"['Indiana Jones and the Last Crusade (1989)', 'Star Wars: Episode IV - A New Hope (1977)']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1176,0.1534,0.1034,0.879252,0.776653,0.213604
527,['Indiana Jones and the Last Crusade (1989)'],"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1462,0.1408,0.1034,0.70725,0.720813,0.029412
528,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",['Indiana Jones and the Last Crusade (1989)'],0.1698,0.1462,0.1044,0.614841,0.664465,0.111531
529,['Indiana Jones and the Last Crusade (1989)'],"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1462,0.1698,0.1044,0.71409,0.664465,0.111531
530,['Indiana Jones and the Last Crusade (1989)'],"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1462,0.1864,0.1044,0.71409,0.637088,0.176161
531,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']",['Indiana Jones and the Last Crusade (1989)'],0.1398,0.1462,0.1044,0.746781,0.730436,0.035242
532,['Indiana Jones and the Last Crusade (1989)'],"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']",0.1462,0.1398,0.1044,0.71409,0.730436,0.035242
533,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Matrix, The (1999)']",['Indiana Jones and the Last Crusade (1989)'],0.1516,0.1462,0.1002,0.66095,0.673157,0.027328
534,['Indiana Jones and the Last Crusade (1989)'],"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Matrix, The (1999)']",0.1462,0.1516,0.1002,0.685363,0.673157,0.027328
535,['Dumb & Dumber (Dumb and Dumber) (1994)'],['Ace Ventura: Pet Detective (1994)'],0.1398,0.1632,0.1084,0.775393,0.719804,0.120247
536,['Ace Ventura: Pet Detective (1994)'],['Dumb & Dumber (Dumb and Dumber) (1994)'],0.1632,0.1398,0.1084,0.664216,0.719804,0.120247
537,['Dumb & Dumber (Dumb and Dumber) (1994)'],['Batman (1989)'],0.1398,0.1972,0.1002,0.716738,0.612426,0.242399
538,['Stargate (1994)'],['Batman (1989)'],0.1348,0.1972,0.1016,0.753709,0.634461,0.270833
539,['Batman (1989)'],['Batman Forever (1995)'],0.1972,0.1346,0.1196,0.606491,0.747525,0.295005
540,['Batman Forever (1995)'],['Batman (1989)'],0.1346,0.1972,0.1196,0.888559,0.747525,0.295005
541,['Pirates of the Caribbean: The Curse of the Black Pearl (2003)'],"['Lord of the Rings: The Two Towers, The (2002)']",0.1316,0.1988,0.1036,0.787234,0.654181,0.296296
542,['Pirates of the Caribbean: The Curse of the Black Pearl (2003)'],"['Lord of the Rings: The Return of the King, The (2003)']",0.1316,0.1956,0.103,0.782675,0.65463,0.285459
543,['E.T. the Extra-Terrestrial (1982)'],['Back to the Future (1985)'],0.1414,0.1982,0.1004,0.710042,0.6083,0.237458
